episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
14,0,4,0,0,3,1,1,0,0,3,1,0,4,0,4,0,4,0,4,4,0,3,0,4,4,4,3,4,4,4,3,4,4,1,0,4,4,3,4,0,3,0,0,0,0,1,0,4,4,4,4,0,0,0,0,4,4,0,4,3,1,0,4,1,0,0,0,2,0,4,4,4,0,4,0
15,2,2,2,0,0,2,0,0,0,2,0,2,0,2,0,3,0,0,2,4,0,2,0,0,0,2,3,0,0,0,0,0,0,0,2,4,2,0,0,0,2,2,0,3,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,3,0,0,2,0,0,0,2,3,0,4,0,0,2
16,2,0,3,1,3,3,0,3,0,2,1,3,3,0,1,3,3,4,3,3,3,4,3,1,4,1,3,0,0,3,4,4,3,3,1,3,3,4,4,0,3,4,1,3,1,4,0,4,1,0,3,0,3,3,3,3,0,3,0,3,1,4,3,0,0,3,0,3,3,1,1,1,1,4,3
17,2,2,0,1,3,0,4,2,0,2,0,0,3,2,3,0,0,1,2,0,4,4,3,0,2,4,0,2,3,3,2,0,4,2,0,2,0,1,0,4,0,3,2,2,1,2,4,2,0,1,3,4,2,4,0,2,0,3,4,2,0,2,2,0,1,2,1,0,2,4,2,2,2,0,0
18,0,3,2,2,4,3,2,2,2,3,2,2,4,4,3,4,3,4,4,2,1,2,3,3,3,3,2,1,2,4,3,3,3,2,4,1,3,3,3,4,3,3,4,4,3,3,4,2,3,3,0,0,3,3,4,3,2,0,2,3,3,2,2,2,2,3,3,2,2,4,3,2,4,3,2
19,1,3,2,0,2,4,4,1,2,4,4,2,3,3,1,4,4,0,4,1,0,0,1,3,0,1,3,1,1,3,1,1,0,1,2,4,4,0,4,1,4,3,0,1,3,0,3,4,4,3,3,1,2,2,4,1,1,0,1,2,4,4,2,2,1,3,1,2,4,0,1,2,4,3,4
20,2,1,1,2,3,0,1,2,0,2,2,4,3,1,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,1,4,2,2,2,1,1,1,3,2,4,2,4,1,2,2,1,4,2,1,2,3,1,1,2,2,2,1,2,2,1,2,2,2,1,2,0,1,1,2,0,2,1
21,3,3,3,1,4,4,2,4,3,4,4,3,3,3,2,4,0,2,3,3,4,3,4,3,3,3,4,4,4,3,3,3,3,3,4,3,3,1,4,3,3,3,4,4,1,3,3,3,3,1,3,3,3,4,1,3,4,1,3,3,4,3,3,1,2,3,2,2,3,3,4,4,4,3,4
22,0,1,0,0,0,0,0,4,0,0,0,3,3,2,0,3,1,1,0,0,4,4,4,4,0,1,4,4,3,0,1,0,1,0,4,4,0,0,0,4,0,1,4,2,4,4,2,1,0,1,2,3,4,2,1,4,4,1,1,0,4,3,0,4,3,1,1,4,1,2,2,0,1,1,0
23,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,4,3,0,1,1,1,1,0,1,2,1,1,1,1,2,1,1,0,1,1,1,2,1,0,1,4,1,1,2,1,4,1,1,1,4,1,1,1,1,1,0,1,1,1,2,1
24,3,3,3,0,3,0,0,3,3,4,0,0,3,3,0,3,1,3,3,0,3,0,1,1,3,3,0,0,1,0,0,0,0,3,3,2,3,1,0,3,4,0,0,1,3,1,3,3,1,3,3,3,3,4,3,3,0,2,1,1,1,3,0,0,4,0,0,0,0,1,3,0,3,3,2
25,3,4,0,0,2,1,3,3,2,3,3,3,0,2,3,3,2,3,3,3,3,3,3,1,1,3,1,4,3,2,1,1,3,2,3,2,1,1,1,1,1,1,1,2,4,0,0,1,2,3,2,0,3,3,2,1,4,3,0,4,3,3,1,1,1,2,2,3,4,1,1,1,1,1,3
26,4,0,1,0,0,0,1,4,4,3,4,3,0,0,0,1,4,1,4,1,2,3,4,0,3,2,0,1,0,1,0,3,1,0,0,3,4,1,1,1,1,3,1,4,0,2,3,3,1,1,3,4,3,0,0,4,0,4,0,2,1,1,3,3,1,1,1,0,2,4,1,0,4,3,1
27,2,0,1,0,1,0,1,3,4,4,4,3,4,4,1,3,4,1,2,0,4,3,4,4,4,1,2,3,4,2,3,4,2,2,0,1,4,3,1,2,2,0,2,2,0,0,4,0,0,3,2,4,1,2,0,1,4,0,2,1,1,4,3,4,1,2,2,2,4,1,4,2,1,2,0
28,2,0,4,0,0,0,2,3,0,0,2,4,0,0,0,2,3,4,0,0,3,0,0,0,3,0,3,0,3,2,3,3,0,0,4,4,3,0,0,3,3,2,0,4,0,3,3,3,3,3,0,2,0,0,1,0,2,0,3,0,4,0,2,4,0,2,2,1,0,4,3,0,0,0,3
29,3,3,3,3,3,3,3,3,3,4,0,3,2,3,0,4,2,3,3,3,3,4,4,3,3,0,0,3,0,0,4,0,2,3,0,3,4,2,0,3,3,4,3,3,3,0,4,3,2,2,3,2,2,3,3,3,3,4,4,3,3,1,3,0,3,2,3,0,3,3,3,0,0,3,2
30,0,1,1,0,4,1,2,1,4,0,1,4,3,4,1,2,4,1,4,4,2,0,4,1,0,1,1,1,4,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,2,2,4,1,1,4,2,2,2,2,0,1,2,4,4,1,4,4,2,1,1,4,1,2,1,1,1,2,2
31,4,4,4,1,4,1,4,4,4,4,1,4,4,4,4,0,4,1,4,1,3,4,4,1,4,4,4,4,0,4,1,4,3,1,1,4,1,4,4,4,4,4,4,4,4,1,3,1,1,4,4,4,4,4,1,1,4,4,4,4,1,1,4,1,0,0,4,4,1,1,1,4,4,4,3
32,4,1,0,3,2,3,3,4,0,2,3,3,1,1,2,4,4,0,0,3,0,3,3,4,3,4,4,3,4,1,3,1,2,0,3,4,0,2,3,2,2,4,1,3,3,3,3,3,1,4,3,0,3,0,1,3,3,1,3,2,3,3,0,3,4,4,3,3,4,0,4,3,0,1,3
33,3,0,0,4,0,2,2,3,1,4,3,3,3,3,2,2,3,4,3,3,3,0,2,0,3,0,0,3,3,2,1,0,3,3,2,3,3,0,0,3,0,4,2,3,2,3,4,2,3,3,1,0,0,2,0,3,3,3,0,0,2,3,0,2,3,3,3,0,2,3,2,3,3,3,0
34,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,1,2,2,1,2,2,2,4,2,4,2,2,0,2,2,2,2,2,2,2,2,1,2,2,1,2,0,2,1,2,2,0,2,2,4,2,2,2,1,2,2,0,2,2,2,2,2,4,0,4,2,2
35,4,1,1,0,0,2,0,0,1,0,0,4,2,4,4,0,4,0,0,0,0,2,0,4,0,4,4,0,0,0,0,0,0,1,1,2,0,0,4,4,0,0,4,0,0,1,0,0,0,0,4,1,4,4,2,2,2,0,1,0,0,0,2,0,4,0,0,1,0,0,4,0,0,1,0
36,0,4,0,0,0,4,0,0,1,3,0,0,4,1,0,0,0,0,0,1,0,0,3,0,2,3,3,4,0,0,0,0,0,4,0,1,4,1,0,3,0,0,0,0,2,2,1,1,0,3,0,0,3,1,4,0,2,0,3,4,4,0,4,2,2,4,0,0,0,0,3,0,1,3,0
37,4,4,4,3,1,4,4,4,4,1,3,4,1,3,3,1,3,1,3,4,4,4,1,0,1,4,1,1,1,1,4,1,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,4,4,4,3,1,1,4,2,1,4,3,1,4,1,1,4,4,4,4,4,4,4,1,2,4,2,3,1
38,2,1,1,0,1,2,0,0,0,2,3,4,3,0,4,2,4,0,0,2,0,0,0,1,0,0,1,3,0,0,0,1,1,3,1,0,1,0,4,1,4,0,4,4,1,0,0,0,1,4,0,0,1,4,1,0,0,0,0,4,0,2,1,2,0,1,0,0,4,2,4,0,1,1,0
39,2,0,0,1,0,4,0,3,3,2,1,4,4,2,2,4,0,2,1,3,0,4,4,4,3,3,1,3,0,3,2,4,4,1,3,0,2,4,4,4,3,1,4,4,0,0,0,0,1,4,0,2,3,3,4,3,2,4,3,1,0,3,4,1,1,3,0,3,3,1,1,0,2,3,1
40,0,3,4,3,3,4,0,3,2,3,4,0,0,0,1,3,2,0,2,2,3,2,1,1,0,3,4,0,1,3,0,2,0,2,4,2,3,1,0,0,4,0,2,4,0,3,1,3,3,3,0,0,0,1,3,2,1,2,2,0,0,2,2,2,3,3,0,3,0,1,0,1,2,0,2
41,1,2,4,3,2,4,4,3,4,1,4,4,3,4,3,3,4,4,3,4,2,4,1,3,0,4,3,4,3,2,3,3,4,2,3,2,3,4,4,4,0,3,3,1,2,0,2,4,2,4,4,1,3,0,3,1,3,2,4,4,2,3,3,4,3,0,2,1,4,2,2,4,0,4,4
42,0,0,2,0,0,2,0,1,0,1,2,1,1,4,0,1,1,0,1,2,2,4,4,0,2,4,1,4,0,2,1,0,4,2,1,2,1,0,1,1,4,4,4,4,2,0,4,2,1,2,2,1,1,0,2,4,2,4,4,2,2,2,4,1,4,0,2,2,1,1,2,2,1,1,2
43,3,0,3,1,3,2,3,3,2,1,2,2,0,2,0,3,2,0,2,0,3,2,0,2,2,0,3,1,3,0,3,3,4,3,2,0,3,2,3,3,2,4,3,2,0,0,0,2,0,3,3,0,0,0,2,3,3,0,0,3,0,0,1,0,3,2,3,0,0,3,3,0,3,3,2
44,3,1,3,0,4,0,3,0,4,0,4,4,2,4,4,1,1,3,4,1,2,0,1,0,4,0,1,1,4,3,1,2,3,1,4,3,4,0,3,1,4,2,1,4,2,3,4,3,1,4,3,1,4,0,1,0,0,4,4,1,4,4,4,1,4,4,1,2,1,3,3,0,0,1,1
45,0,1,1,3,1,1,4,1,2,0,0,1,2,1,0,0,2,1,1,2,4,1,1,4,2,1,0,1,2,0,4,1,1,4,4,4,2,0,0,0,1,2,1,1,1,2,1,2,0,4,1,0,0,2,4,2,0,1,4,2,2,1,1,0,1,1,2,1,1,0,0,1,4,1,2
46,2,1,1,1,0,1,3,4,3,0,1,4,4,4,3,3,1,2,4,4,4,4,4,2,1,0,1,1,1,0,4,1,4,1,3,3,3,1,4,3,4,3,4,4,3,4,0,4,1,4,4,4,4,3,2,4,3,0,1,1,3,4,1,4,0,2,4,3,1,4,1,1,4,3,4
47,3,3,3,3,2,3,1,3,3,4,3,4,3,3,2,1,0,4,0,1,3,1,3,3,1,0,3,1,2,3,1,3,1,3,2,4,1,0,4,1,3,3,3,3,3,3,4,1,1,0,3,1,0,3,0,2,0,3,4,3,3,3,3,1,3,1,2,3,1,4,3,2,4,3,3
48,1,4,3,1,1,1,3,2,1,1,4,4,1,0,3,2,3,1,1,1,2,4,2,1,1,2,4,2,1,4,1,1,4,1,1,1,1,1,1,4,1,1,2,4,2,1,2,1,1,1,1,4,1,2,4,0,1,3,1,4,2,4,4,4,1,1,3,1,1,4,1,1,1,1,1
49,3,3,3,3,3,3,2,3,3,3,4,3,1,3,2,1,2,3,3,2,3,0,0,3,2,3,0,2,3,3,3,0,2,3,3,2,4,2,3,3,0,2,3,3,0,2,3,2,3,0,3,4,2,3,2,3,2,4,3,2,4,3,3,3,3,3,2,4,2,2,3,1,3,2,2
50,1,1,2,2,2,2,1,0,0,3,1,3,2,0,0,0,3,3,4,2,0,0,2,2,2,2,0,2,1,2,3,2,3,4,0,2,3,2,3,2,2,1,3,0,2,1,3,3,2,2,3,2,0,2,3,3,3,3,0,2,4,0,3,1,2,1,3,3,2,2,1,2,2,1,2
51,3,2,0,4,4,4,4,4,4,3,2,3,4,2,4,1,1,4,0,1,4,1,3,4,0,3,1,3,0,4,1,0,0,0,1,4,4,3,0,3,4,2,3,2,3,2,4,4,1,2,4,1,0,3,4,0,1,3,1,2,2,4,3,4,4,4,1,1,4,2,4,0,4,1,4
52,1,4,4,4,4,3,4,4,2,2,2,4,4,4,3,1,4,4,3,1,1,3,2,1,1,4,4,4,4,2,2,2,4,3,4,4,2,2,2,4,2,4,3,2,4,1,4,2,4,4,4,2,4,4,4,4,3,4,2,4,2,4,2,1,1,4,3,3,3,1,3,2,3,2,2
53,2,2,2,2,2,3,2,4,1,2,2,2,2,3,4,2,2,2,2,2,2,4,2,3,2,3,2,2,2,2,0,2,3,2,2,2,2,1,3,3,2,2,3,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2
54,2,2,2,2,2,2,2,2,2,3,4,2,2,1,2,2,3,4,2,1,2,2,2,0,2,1,3,2,2,4,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2
55,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2
56,0,0,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0
57,3,3,3,0,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,0,2,3,3,3,3,0,3,3,3,3,2,3,3,3,3,3,2,3,3,0,3,3,3,0,3,3,3,2,3,3,3,3
58,2,3,1,3,4,3,1,1,1,2,2,3,3,4,0,3,0,3,3,1,0,3,4,0,4,4,2,3,0,1,2,2,3,3,0,0,1,3,1,4,3,0,2,2,1,2,3,3,3,3,3,4,4,2,3,2,3,3,3,1,2,2,1,3,0,0,3,4,1,0,0,3,3,3,1
59,1,4,3,3,4,3,3,3,3,3,3,3,0,3,3,3,3,3,0,1,3,3,3,3,3,1,1,3,0,4,0,3,4,3,3,3,4,3,3,3,3,0,3,3,0,3,3,3,3,1,3,3,3,3,3,4,3,3,3,1,4,3,2,3,3,3,3,1,3,3,3,3,3,3,3
60,3,3,3,3,1,3,2,3,2,2,3,4,3,3,3,0,0,3,1,2,4,4,1,3,4,3,1,2,3,3,3,3,2,3,1,3,2,3,3,3,3,0,4,0,3,2,3,0,3,3,4,3,1,3,0,2,3,3,3,3,3,2,0,3,3,3,0,1,1,1,1,2,2,3,0
61,1,4,1,1,3,4,0,4,1,4,1,1,1,1,1,3,2,0,1,0,4,3,1,1,1,0,0,3,4,4,3,3,1,4,1,0,0,0,1,4,4,0,0,3,1,3,3,0,1,0,3,3,0,1,0,0,4,0,3,1,3,0,0,1,3,0,0,3,4,3,0,4,3,4,0
62,4,4,1,4,4,4,2,0,0,4,3,4,2,2,4,4,0,1,1,3,1,4,0,4,1,4,2,0,4,4,4,4,4,2,4,4,1,4,0,4,2,1,1,2,4,4,2,1,4,0,4,0,4,3,1,4,4,1,2,1,4,4,1,4,4,4,1,4,4,3,0,1,1,4,0
63,0,0,3,0,1,1,0,0,0,0,4,0,0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,4,4,0,1,0,0,4,4,3,0,1,0,0,0,3,0,0,4,0,4,0,2,3,3,4,0,0,0,0,1,4,0,0,3,0,0,1,4,0,3,4,0,0,0,4
64,4,4,3,4,3,0,4,0,3,3,0,0,0,0,3,0,3,1,0,4,0,3,4,4,4,3,3,0,3,3,3,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,3,3,3,4,3,3,3,0,3,0,1,3
65,4,2,2,3,0,2,0,0,3,4,0,0,0,0,0,1,1,4,3,0,4,3,0,0,1,1,0,0,0,0,2,0,4,2,0,4,0,4,4,3,2,3,1,0,0,1,0,4,4,1,0,0,0,0,4,4,3,4,4,1,0,3,2,0,0,0,4,0,0,0,4,2,0,0,3
66,1,0,1,2,0,1,0,1,2,2,1,4,1,0,1,1,3,1,1,0,2,1,1,2,1,2,1,1,1,0,1,2,0,0,4,1,0,1,0,1,1,0,1,4,0,1,1,3,1,1,0,0,4,0,0,1,1,1,2,0,2,1,1,2,1,1,1,1,1,1,3,1,0,2,1
67,1,1,4,0,1,4,4,4,4,0,1,4,0,4,0,1,4,0,4,3,4,3,4,0,1,4,3,3,3,0,1,3,0,4,4,4,1,0,0,4,4,4,1,4,0,4,1,4,4,3,0,1,0,0,0,1,4,4,3,4,1,4,4,0,3,0,4,4,4,4,4,4,1,4,4
68,2,4,1,3,3,1,2,2,0,0,1,0,1,3,4,4,4,3,1,0,2,0,2,0,3,0,0,4,3,2,1,2,4,1,0,3,3,3,1,1,2,1,3,4,0,4,0,0,0,1,1,0,0,3,0,3,1,3,0,0,3,4,4,3,1,3,3,2,3,2,3,3,0,3,4
69,1,4,4,1,1,0,0,3,4,4,1,4,0,0,1,0,1,4,4,3,3,0,1,1,4,4,4,1,0,1,1,1,1,4,3,0,0,1,1,2,1,0,0,0,1,1,4,4,1,0,4,0,4,3,1,1,3,0,4,0,0,0,1,1,4,3,3,3,4,2,3,0,0,3,4
70,3,1,3,1,3,3,2,0,2,3,2,3,3,2,1,3,3,4,3,0,2,4,2,3,0,3,2,3,3,4,4,0,4,3,3,4,3,3,2,3,2,3,3,2,3,0,2,2,3,3,4,0,3,3,2,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,3
71,2,2,4,1,0,3,3,1,3,4,3,2,2,1,1,1,2,1,4,1,1,3,1,3,3,1,0,1,3,3,1,3,1,0,3,2,0,3,1,1,1,3,1,1,1,4,3,1,0,0,1,3,1,3,2,2,1,2,1,1,1,1,0,2,4,0,1,1,1,1,1,1,2,1,0
72,0,1,1,0,1,1,1,0,3,0,1,4,0,1,2,2,4,1,3,1,3,1,0,1,1,1,4,0,1,1,0,1,1,1,1,2,0,1,1,0,0,0,1,1,1,1,3,1,1,4,0,1,0,1,4,1,1,0,1,1,1,1,3,3,4,1,4,1,1,1,1,1,1,1,1
73,3,0,0,0,0,0,0,3,2,2,3,2,1,4,3,3,1,0,3,0,0,2,1,1,2,1,3,3,0,1,1,0,1,1,1,2,3,4,1,1,3,1,1,0,0,0,1,1,0,3,1,3,0,2,0,3,3,1,0,0,0,0,3,0,0,0,0,3,1,0,0,2,1,4,3
74,4,3,2,2,2,4,3,2,4,1,4,4,0,3,3,4,3,2,4,3,3,3,2,2,1,4,3,0,4,3,3,3,3,3,2,2,4,2,4,2,4,4,4,2,2,4,2,4,2,2,4,4,4,3,4,4,1,3,4,3,0,2,3,3,3,3,3,2,2,4,2,0,0,3,4
75,3,4,4,4,3,4,4,4,4,4,4,4,1,4,4,1,1,4,4,1,1,4,3,4,1,4,4,4,3,2,4,4,4,4,4,3,4,1,4,4,4,4,4,3,4,4,1,4,4,1,4,1,4,4,4,4,2,4,4,4,4,2,3,4,4,3,4,4,3,3,0,4,4,4,4
76,2,0,2,2,2,1,0,2,3,2,3,2,2,2,2,2,2,0,3,1,2,2,2,2,3,3,2,2,3,0,3,0,2,1,2,0,3,2,2,1,2,2,3,0,2,2,1,2,1,2,3,1,2,2,3,1,2,4,1,2,3,1,0,2,0,2,2,3,3,0,2,1,2,3,2
77,0,4,0,3,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,4,0,1,3,4
78,2,1,3,2,4,2,2,1,1,2,4,4,1,2,1,4,4,4,1,1,2,1,4,2,2,2,4,1,4,1,2,2,1,2,4,2,2,1,4,2,4,4,1,2,1,2,1,1,1,4,4,2,2,4,2,4,2,2,4,1,4,3,4,2,4,4,2,4,4,2,4,4,4,4,1
79,1,3,0,0,1,4,0,3,2,1,1,2,0,3,3,1,2,1,1,2,1,3,1,0,2,1,3,0,1,1,2,2,2,2,0,1,1,0,2,0,0,0,3,4,1,0,2,4,1,0,0,1,2,1,0,0,4,2,0,0,1,0,1,1,0,2,2,0,1,4,2,4,0,2,1
80,4,1,4,4,4,4,4,4,4,4,2,4,4,1,1,1,4,1,4,4,4,4,4,4,1,4,4,1,4,4,4,2,4,4,4,4,3,3,4,4,3,2,4,2,4,1,2,4,4,4,1,1,4,1,2,1,4,4,2,4,4,4,4,1,1,1,2,1,4,4,4,4,4,4,1
81,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,4,0,0,3,0,0,0,3,3,3,3,3,0,0,3,0,0,0,3,3,3,3,3,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,4,0,0,3,0,0,3,0,0
82,4,0,3,0,4,1,0,0,4,0,0,1,4,1,4,0,0,0,0,1,4,1,0,0,3,0,0,1,1,1,3,1,1,0,1,1,0,0,0,0,0,1,0,1,1,3,0,1,1,1,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,1,3,3,0,0,1,1,3,0,1
83,3,0,3,1,2,3,1,4,1,1,0,3,0,3,1,3,1,0,3,1,3,3,3,1,1,3,3,1,0,3,3,1,3,3,3,1,1,1,0,1,3,1,4,0,1,1,3,3,1,3,3,3,3,1,3,3,3,3,3,1,3,1,1,3,1,1,3,1,1,3,3,1,1,1,3
84,4,4,4,4,2,4,4,4,2,4,4,4,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,2,4,4,4,4,4,4,3,0,4,2,4,1,4,2,4,1,4,4,4,4,2
85,3,3,3,3,0,4,2,3,3,2,1,4,3,4,3,3,0,2,2,3,3,2,2,3,1,0,1,3,1,0,1,0,3,1,3,4,1,4,2,4,4,2,3,3,1,3,0,2,2,4,2,1,3,3,3,3,3,3,3,4,4,3,3,3,4,2,2,1,0,0,3,3,0,2,0
86,0,0,2,1,2,1,4,1,2,0,1,2,1,2,1,4,1,1,3,3,1,2,0,2,2,4,2,2,2,2,4,2,2,0,4,2,0,2,1,3,0,4,4,2,2,2,2,0,1,4,1,2,2,1,2,2,1,0,2,3,2,2,0,2,2,3,3,2,0,4,1,2,2,2,2
87,3,4,0,2,2,2,2,0,3,3,0,0,3,0,2,4,0,0,4,2,0,3,0,3,0,2,4,0,2,2,0,0,4,2,0,2,0,4,0,0,0,3,2,4,3,3,4,4,3,4,2,3,3,3,0,3,0,0,0,3,2,0,3,1,0,2,0,2,3,2,4,0,0,3,0
88,4,2,2,4,2,0,3,1,3,3,4,4,4,4,4,4,2,4,4,0,4,0,3,3,2,1,3,1,4,1,1,4,0,0,4,4,1,0,4,4,2,0,0,4,1,1,2,4,3,1,4,4,1,2,3,4,3,4,3,3,3,3,2,1,3,1,1,4,4,2,4,0,2,1,1
