episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
16,4,0,0,2,2,4,0,1,4,1,0,0,3,4,0,0,4,4,2,1,3,4,4,3,1,4,3,2,1,1,3,2,4,1,4,0,4,0,0,3,3,0,3,4,1,0,1,4,1,0,1,2,0,4,3,2,1,1,0,0,1,2,0,3,3,1,1,3,2,1,3,0,1,3,1
17,1,2,4,0,0,4,1,2,0,0,2,3,2,0,1,1,4,4,1,0,2,1,1,2,3,0,0,1,4,2,2,1,1,2,0,1,1,0,2,2,2,0,0,2,2,2,1,4,0,2,4,1,4,2,1,1,2,0,2,2,1,2,4,1,1,1,2,0,1,1,3,2,2,1,4
18,1,2,4,3,2,1,0,3,1,0,2,3,2,1,2,4,3,4,3,3,3,1,1,0,0,3,0,4,3,3,0,4,3,2,1,0,0,1,1,3,1,3,3,4,3,2,4,0,1,4,3,1,1,3,1,1,0,4,2,3,4,3,1,1,1,3,1,1,3,1,1,2,0,1,3
19,0,2,0,3,2,1,3,4,1,2,4,4,0,2,0,0,2,2,2,1,2,2,0,2,0,0,2,2,2,0,2,0,2,1,4,0,0,2,2,1,2,2,0,4,2,4,1,0,2,2,1,3,2,4,0,1,0,0,4,3,0,2,3,4,0,0,0,2,1,2,0,0,0,2,2
20,2,0,3,0,2,0,2,0,1,0,1,3,2,1,2,0,2,2,0,0,4,0,0,2,0,2,4,2,4,0,1,3,0,1,0,2,4,3,4,2,2,2,0,0,1,0,3,3,2,4,2,4,0,0,0,1,1,0,4,2,0,0,3,0,0,1,3,2,0,0,4,4,0,2,3
21,3,3,1,3,3,3,0,3,1,2,1,2,3,1,0,4,4,0,3,0,4,3,1,2,4,0,0,1,0,1,1,0,4,3,0,1,3,2,1,4,3,4,1,0,4,4,0,1,2,4,3,4,1,3,0,0,4,4,0,0,1,4,4,3,4,4,3,0,3,1,3,3,1,4,4
22,0,3,3,4,0,0,0,4,2,2,1,4,0,1,0,4,2,0,2,1,0,1,0,0,3,0,3,4,1,0,1,1,3,0,0,3,1,3,1,0,0,4,1,3,0,1,4,1,4,0,2,0,0,3,0,0,0,2,1,0,2,3,2,0,1,0,2,1,1,0,3,0,1,4,0
23,4,0,0,0,1,0,1,0,1,2,2,3,2,1,1,2,4,2,3,2,1,2,4,1,2,2,3,4,2,1,2,2,1,1,0,3,0,3,3,2,0,0,0,2,4,0,1,4,1,1,4,2,2,1,2,4,2,2,3,1,1,0,1,1,0,2,2,1,2,1,0,2,3,3,1
24,4,2,4,0,3,4,0,1,0,1,3,0,0,0,0,0,4,0,1,2,0,2,3,2,3,3,2,3,0,0,4,1,1,4,4,1,2,0,0,0,4,3,4,3,1,4,1,0,2,4,1,0,3,1,4,4,0,0,3,3,0,4,0,1,0,4,4,2,0,3,4,4,4,3,2
25,1,0,3,0,2,3,1,3,0,1,0,1,1,1,0,1,1,1,3,0,1,1,4,1,0,1,0,2,0,4,0,1,1,1,3,1,0,1,0,3,1,1,0,1,0,0,0,0,0,1,1,2,1,1,0,1,1,0,4,1,1,0,4,1,1,0,0,1,4,2,1,1,1,1,4
26,2,2,2,2,2,3,2,0,3,1,3,0,3,2,3,3,0,3,3,2,2,1,1,3,2,3,4,2,4,3,1,3,1,0,4,2,1,2,0,4,0,2,2,2,1,1,2,1,2,1,2,0,0,3,1,0,0,2,2,0,2,0,1,3,1,1,2,2,2,2,2,0,0,1,0
27,1,0,0,3,3,3,2,0,1,3,1,3,0,3,1,0,3,2,1,1,3,2,3,1,3,2,0,0,3,2,0,0,3,0,0,4,0,0,1,2,1,2,2,2,0,3,1,0,0,3,3,0,0,0,1,1,3,0,3,3,0,1,3,1,0,3,0,1,3,1,1,3,3,0,1
28,2,2,0,3,2,0,3,1,3,0,0,1,1,0,3,4,3,2,3,3,1,3,0,2,3,4,0,4,0,0,3,0,1,1,0,0,2,2,3,0,1,3,0,2,2,4,0,3,4,2,3,1,0,0,0,3,3,0,1,0,2,0,0,2,0,0,0,0,0,1,1,0,0,3,0
29,4,4,3,2,3,2,4,1,4,2,4,0,2,1,1,1,0,1,1,3,3,4,2,4,4,2,4,1,2,3,3,2,2,3,4,2,2,4,3,1,3,2,4,2,2,4,2,3,4,2,2,2,4,1,1,4,2,1,2,1,4,2,1,1,4,4,1,0,1,2,4,4,4,1,2
30,1,4,3,1,3,1,0,1,0,4,3,1,1,0,1,1,1,2,0,2,0,1,1,0,0,1,0,2,3,1,3,3,0,2,0,2,1,3,3,1,0,3,2,1,2,1,2,2,0,2,1,1,3,0,1,2,3,0,3,0,1,2,1,2,0,2,0,1,2,2,1,4,1,4,3
31,2,2,0,0,2,0,4,4,4,4,1,3,0,2,2,2,4,4,3,0,0,0,2,4,2,2,3,0,2,2,0,2,1,2,3,2,3,0,3,0,3,4,2,0,3,0,4,4,1,4,4,2,2,0,1,4,3,1,2,4,2,2,3,0,1,2,2,0,4,3,4,3,2,2,1
32,2,1,2,2,4,2,4,4,2,4,2,2,4,0,1,2,4,1,2,2,2,0,2,2,1,1,1,0,3,1,1,1,4,4,4,4,1,1,1,4,1,0,1,2,0,4,1,3,4,2,4,2,2,2,2,1,4,2,1,2,1,2,0,1,1,2,2,1,4,1,0,2,2,2,2
33,0,2,1,3,0,1,0,0,4,4,2,2,2,4,3,2,2,4,0,0,0,3,4,2,2,4,4,4,0,3,3,0,3,3,3,2,0,0,0,2,4,2,4,0,4,0,3,0,2,4,2,4,2,3,2,3,0,0,3,0,1,1,0,0,2,4,0,3,3,3,3,0,0,4,3
34,1,1,0,1,1,1,3,2,3,1,3,3,1,3,1,1,1,3,2,1,1,1,3,1,2,1,2,2,3,2,0,1,3,3,1,3,4,1,3,1,3,1,2,2,2,2,1,3,3,0,3,4,2,3,0,3,2,3,4,3,3,1,2,1,3,0,2,2,3,2,0,1,2,1,4
35,4,0,3,4,0,1,4,1,1,2,1,1,3,1,4,2,4,2,2,0,2,1,4,1,1,4,1,0,2,1,0,2,1,4,4,0,0,0,2,3,2,2,2,2,1,2,0,1,1,0,3,1,0,1,4,0,3,1,0,4,4,3,3,0,0,2,0,4,4,2,4,3,1,1,0
36,4,0,3,4,1,4,2,3,4,0,3,2,0,0,0,3,0,4,3,4,4,2,3,4,1,4,2,4,0,0,4,2,1,1,3,4,4,0,4,1,4,4,4,3,0,4,0,4,4,3,2,1,3,0,0,3,2,3,1,1,3,3,3,4,4,4,4,1,3,3,4,4,1,1,4
37,4,0,1,3,4,1,3,1,3,4,4,2,1,0,0,0,4,1,4,2,4,0,4,2,0,0,3,0,4,3,4,1,0,0,3,1,1,0,4,0,1,4,2,1,4,1,0,3,0,4,0,0,1,1,0,3,0,4,0,0,4,4,0,4,1,0,1,3,4,2,4,4,1,1,1
38,2,1,2,0,0,4,0,0,2,2,2,0,2,2,2,2,2,4,4,2,2,3,2,2,3,2,3,1,4,2,0,4,2,4,3,1,0,3,3,2,3,3,3,1,0,0,0,0,4,0,0,0,0,3,2,4,3,3,2,0,0,2,2,2,3,2,4,4,1,0,4,2,1,2,0
39,2,2,3,1,3,4,0,3,4,3,2,1,3,2,4,0,4,4,3,3,1,4,3,0,1,3,1,3,4,3,3,0,0,0,3,2,0,4,3,0,0,2,4,3,4,0,1,3,4,1,1,0,1,2,0,1,3,4,3,0,1,4,3,2,2,0,0,0,2,1,4,3,2,3,4
40,3,0,4,3,1,0,0,0,3,3,3,1,2,1,3,3,1,2,2,3,4,1,1,2,1,4,0,0,1,0,3,1,1,3,1,1,3,1,4,1,3,3,4,3,1,3,2,3,4,1,1,1,3,1,4,4,2,3,1,3,1,4,0,3,3,4,0,3,1,1,4,3,3,3,1
41,3,3,3,1,4,4,3,3,0,1,3,3,2,2,1,3,3,2,3,2,1,2,2,4,4,2,0,3,2,3,0,1,3,2,1,2,4,0,3,3,0,3,1,4,3,2,3,3,1,2,3,3,2,4,2,3,2,4,4,1,3,1,4,1,4,2,1,4,2,1,4,4,0,3,1
42,0,0,0,4,0,4,0,0,1,1,0,3,0,1,1,3,4,3,0,0,4,1,0,1,1,4,4,1,1,4,0,2,0,4,4,4,1,3,3,3,1,4,4,1,1,4,0,0,2,1,0,4,1,1,1,1,1,4,0,1,2,1,0,1,2,0,4,4,0,0,0,0,0,0,1
43,4,3,0,4,0,4,4,0,0,0,2,0,1,2,0,4,3,3,4,0,1,4,2,3,0,0,0,4,1,2,4,2,0,0,3,0,1,0,1,0,4,4,3,1,0,2,1,4,0,1,0,2,0,4,1,1,4,3,4,4,4,1,0,4,1,4,0,4,0,4,1,0,1,4,3
44,1,2,3,1,3,1,3,4,1,2,1,4,4,2,1,3,3,4,3,0,1,1,0,3,3,3,1,4,4,1,3,0,2,3,3,2,3,3,4,4,3,0,1,1,0,3,0,1,0,3,1,2,3,1,3,0,0,3,0,0,0,1,1,3,1,3,0,4,0,1,1,0,3,1,3
45,1,1,4,4,0,3,3,3,0,3,3,1,0,0,0,1,3,3,2,4,0,1,0,4,4,0,3,1,0,3,0,2,1,2,1,1,4,1,1,0,1,0,3,4,0,0,0,3,4,1,3,4,3,3,3,3,1,1,3,3,4,3,0,4,0,3,1,4,4,1,4,0,1,1,3
46,2,0,4,4,0,4,0,4,3,0,4,4,0,2,4,4,0,0,4,4,4,2,2,4,2,0,0,2,4,4,2,0,4,4,4,4,1,4,0,4,0,0,4,2,2,2,4,1,0,2,2,4,2,0,4,0,4,2,2,0,0,2,4,4,2,2,2,0,2,2,2,2,4,2,4
47,4,1,2,0,2,4,1,2,0,1,2,3,0,1,1,1,1,4,3,4,2,4,4,1,0,0,0,1,4,3,4,0,1,2,3,1,2,0,2,2,2,2,3,2,1,0,3,4,4,1,2,3,2,2,0,3,3,1,1,3,1,1,1,2,3,3,3,3,2,1,3,0,0,3,0
48,2,4,1,2,4,4,0,4,0,1,0,4,4,2,4,2,1,4,2,2,2,4,1,2,3,2,0,2,2,1,4,0,2,4,0,3,2,1,3,2,0,4,4,4,2,1,4,2,2,0,1,2,2,0,0,2,4,1,0,2,0,4,0,4,4,2,1,4,0,2,4,0,4,1,0
49,1,3,4,1,1,1,4,2,1,4,2,2,3,1,2,1,2,1,2,1,4,1,3,1,1,1,0,1,1,1,3,4,4,1,1,2,2,1,1,4,1,2,1,4,1,4,1,1,4,1,2,4,1,4,1,1,3,3,4,3,1,3,0,2,4,1,3,4,1,4,3,4,2,0,4
50,3,4,4,4,4,0,3,3,3,3,3,0,3,4,4,3,4,3,0,0,2,4,3,2,3,3,0,4,1,2,4,3,0,1,2,1,3,2,3,2,3,0,4,2,2,3,3,1,1,0,3,3,3,2,0,3,3,3,3,2,4,3,4,3,0,3,0,3,1,3,0,3,4,3,2
51,1,1,1,3,1,4,3,1,1,3,4,2,4,3,1,3,2,1,0,2,3,0,2,3,2,4,4,3,4,2,3,4,4,3,3,3,3,2,1,4,4,3,4,0,4,2,1,4,1,4,3,1,3,4,4,4,3,1,4,3,3,4,3,1,3,4,1,1,0,1,0,4,0,4,2
52,1,1,2,3,3,2,2,2,2,4,3,4,1,1,3,3,2,3,3,4,0,1,4,4,3,3,1,1,3,1,1,0,2,0,2,3,3,3,1,3,0,3,2,4,3,1,1,3,3,2,4,4,2,2,4,1,3,4,2,3,4,4,0,4,4,0,4,3,3,3,3,3,4,3,1
53,0,0,1,1,1,3,1,4,4,4,1,0,2,4,3,1,3,4,4,3,4,1,2,3,1,4,0,2,4,2,0,3,4,3,0,3,1,0,2,2,0,1,4,1,0,4,4,4,3,3,1,0,4,2,1,0,4,4,3,3,4,3,2,4,1,2,3,2,3,1,0,2,1,1,4
54,2,4,4,2,0,0,4,3,3,3,2,4,1,4,1,2,2,2,1,4,1,2,0,1,1,2,2,3,3,1,3,0,1,4,4,0,4,2,3,2,2,2,0,2,3,1,0,4,3,1,3,0,3,4,3,1,4,1,1,1,2,1,4,4,3,1,2,4,1,3,2,4,0,0,0
55,2,3,1,4,1,0,3,3,4,3,3,0,0,4,0,1,3,0,4,4,3,3,1,3,3,3,3,0,3,0,3,4,1,3,3,4,3,4,4,3,3,4,4,4,0,4,4,4,0,2,0,4,3,1,0,2,4,4,0,3,4,4,4,4,3,2,4,1,3,1,4,4,4,4,4
56,2,2,2,0,2,2,2,1,2,4,3,0,3,0,1,2,1,1,1,0,3,3,3,2,2,3,3,2,4,3,2,2,4,1,3,3,2,1,3,2,0,4,2,0,3,3,3,3,3,3,2,3,2,0,4,3,2,3,2,0,1,2,3,1,0,2,3,3,3,2,3,3,3,2,4
57,4,4,2,4,1,3,1,4,3,2,3,3,3,4,1,4,2,2,2,0,4,3,4,4,0,1,4,4,2,0,3,1,1,2,4,3,2,0,4,1,4,0,0,2,1,3,2,1,2,3,0,0,4,0,0,4,1,4,2,3,1,0,3,2,0,3,4,1,2,4,2,1,2,1,1
58,2,3,0,3,2,2,2,3,4,3,0,2,2,1,2,1,4,3,4,2,0,0,3,2,0,3,2,1,3,2,2,4,2,3,2,1,3,1,3,2,2,1,2,2,3,3,2,4,0,3,3,1,3,4,3,2,2,4,4,3,2,1,3,2,4,3,1,3,4,0,3,2,3,4,1
59,0,4,3,4,0,3,4,2,1,0,3,4,1,4,2,3,3,4,2,0,4,4,0,2,1,1,2,0,3,3,2,3,3,1,4,2,3,0,0,2,1,4,0,0,3,1,3,4,2,3,0,0,1,1,4,0,3,0,3,1,4,3,2,4,2,4,4,4,4,0,2,3,4,4,4
60,2,4,4,1,2,4,1,2,4,4,3,0,4,3,4,4,1,1,3,0,3,2,1,1,4,4,3,1,0,0,4,1,0,1,4,4,0,1,1,1,4,3,4,4,0,4,1,4,1,4,1,0,0,3,4,4,3,0,0,1,1,0,0,0,4,1,1,1,4,1,1,4,1,2,0
61,0,2,2,4,0,4,0,2,2,3,1,2,4,0,3,4,3,2,4,2,4,2,0,1,2,2,2,0,0,3,1,3,3,0,4,0,2,0,0,2,3,2,0,2,2,0,0,0,4,3,1,2,3,3,2,1,2,0,0,4,2,0,0,0,4,0,2,3,0,0,2,4,4,4,3
62,3,0,3,1,0,2,2,2,4,4,4,1,4,0,3,2,0,4,0,2,0,3,4,3,3,1,4,4,1,3,0,0,2,1,1,2,2,3,3,2,2,2,2,1,0,2,2,1,4,2,4,3,2,4,0,1,4,0,0,4,1,4,2,0,1,4,3,2,4,1,3,3,2,3,4
63,1,0,1,1,4,4,0,4,1,2,3,1,0,0,3,1,0,4,4,2,0,2,2,1,1,3,0,0,2,0,0,2,2,3,4,0,2,3,2,0,2,4,0,0,1,2,1,2,2,3,4,4,4,0,4,2,2,4,4,3,2,4,1,4,1,0,4,0,2,1,2,2,2,2,0
64,2,2,0,1,4,3,3,4,0,0,4,4,4,2,3,1,1,4,4,1,3,3,0,1,3,3,0,2,4,1,4,4,0,1,4,4,1,3,0,3,3,3,0,0,3,4,1,2,3,0,1,1,4,0,0,3,1,3,2,3,3,1,0,3,4,4,4,3,3,0,0,4,1,0,4
65,3,3,3,0,0,1,0,2,2,0,4,3,2,0,1,4,0,2,4,0,4,4,1,3,0,4,1,3,3,2,0,0,3,3,3,1,4,3,2,2,4,3,3,3,3,3,1,1,4,0,3,0,4,0,3,2,0,0,2,3,2,2,0,2,1,1,3,1,0,3,1,4,2,2,0
66,2,4,3,1,0,3,3,2,2,2,1,4,3,3,1,1,1,3,4,3,3,1,3,3,0,3,4,3,3,2,3,3,1,0,1,4,3,3,3,3,0,3,4,0,1,4,0,3,2,1,4,3,3,4,4,3,4,4,1,1,3,3,0,4,3,2,4,3,4,4,3,3,3,3,2
67,4,3,3,3,2,4,4,2,3,1,3,4,0,3,2,0,4,2,3,0,2,2,4,4,1,4,3,1,1,2,3,3,2,4,0,2,3,3,2,1,3,3,1,3,0,3,4,4,0,0,4,3,4,1,1,1,0,2,3,3,4,3,4,3,0,1,4,2,0,4,1,4,3,1,3
68,2,0,2,1,4,1,1,0,0,2,2,4,2,2,4,1,4,2,4,4,1,2,1,1,4,1,4,1,0,0,1,1,4,2,2,2,4,2,4,4,0,1,4,2,1,2,0,4,4,3,0,1,0,4,1,3,1,3,0,3,1,0,2,2,4,1,4,3,3,0,2,3,1,2,4
69,1,3,0,0,4,1,3,3,1,4,0,2,4,3,2,1,4,2,1,3,3,3,1,1,1,4,4,1,1,3,3,1,1,1,1,3,1,1,2,3,4,1,4,2,2,3,3,2,4,2,1,0,0,1,4,4,2,4,1,4,1,0,2,1,4,2,3,2,2,0,3,0,4,2,3
70,4,0,3,2,4,2,1,0,1,0,4,2,0,0,2,2,0,0,1,1,0,3,4,2,4,2,1,2,0,1,0,4,2,4,2,1,0,1,4,0,4,4,2,1,1,0,4,2,3,0,0,2,1,2,1,0,2,0,0,0,0,1,3,0,4,0,0,0,1,0,2,1,2,0,0
71,3,4,2,3,4,4,4,0,3,4,2,4,2,4,3,1,4,2,4,3,3,2,3,4,4,2,3,4,3,3,3,3,3,4,4,4,4,4,3,2,2,3,3,3,3,3,2,2,2,2,1,4,2,2,3,4,4,3,0,4,0,4,4,4,3,4,4,3,3,4,0,3,4,2,4
72,1,3,3,3,1,4,3,3,2,4,3,3,3,2,2,2,4,1,4,1,4,3,3,2,2,4,1,1,3,1,2,3,1,1,1,3,4,1,3,4,0,2,3,1,4,2,2,3,4,1,2,3,1,3,1,4,4,4,4,4,3,3,3,4,1,2,4,4,4,1,2,2,3,2,3
73,3,3,1,0,0,1,3,1,0,4,2,2,2,4,4,4,2,3,4,1,1,2,1,4,1,2,3,3,2,0,1,0,2,2,0,4,2,1,3,4,1,2,2,3,3,2,0,4,1,4,1,2,2,4,4,1,3,2,0,0,3,0,2,2,0,1,1,3,2,0,2,2,4,2,2
74,2,0,3,3,3,0,3,3,3,2,4,1,1,3,1,4,1,0,3,0,3,4,0,1,1,3,2,1,3,4,1,4,0,0,2,2,4,3,3,1,3,3,1,4,1,0,3,4,3,1,4,0,2,2,2,3,1,1,4,1,3,4,0,4,1,1,1,1,1,0,1,3,3,4,1
75,0,0,1,1,3,3,0,4,1,2,1,0,0,1,3,3,0,2,0,3,0,1,3,1,0,4,4,4,3,0,4,4,4,0,4,0,4,0,3,4,1,1,0,1,3,3,2,3,3,4,4,0,1,0,1,2,2,1,3,0,0,1,3,0,4,1,3,0,0,2,0,4,4,1,3
76,4,4,2,2,2,1,4,2,2,4,1,4,1,4,1,0,1,1,1,3,0,1,2,2,2,4,2,3,3,2,3,4,0,4,2,4,0,2,1,2,1,3,0,1,2,4,1,2,3,1,4,2,4,1,0,1,1,2,1,0,1,3,4,1,3,0,4,4,0,4,1,0,4,3,1
77,3,0,4,3,3,4,1,1,2,1,1,4,1,2,2,1,2,3,1,1,0,4,0,0,0,4,0,3,4,3,4,4,1,0,2,1,0,1,4,0,1,3,3,0,3,0,4,1,0,2,1,1,1,4,3,0,3,3,4,4,0,1,1,1,1,1,1,3,3,3,1,1,2,1,1
78,0,1,1,4,0,4,0,0,1,1,0,2,1,0,3,0,4,0,1,3,2,4,0,4,3,4,2,4,0,4,0,1,1,0,0,1,2,1,4,3,2,0,1,1,2,0,2,1,2,0,1,1,2,4,0,2,0,2,2,1,2,1,4,1,2,4,0,0,1,4,2,1,3,0,1
79,4,4,1,1,2,3,3,0,1,4,2,4,2,3,0,1,4,0,3,3,0,0,1,1,0,0,1,3,2,2,1,0,0,0,2,1,1,2,3,0,0,0,4,4,4,4,4,0,4,2,0,1,0,0,1,3,2,3,4,4,2,4,0,2,2,2,2,4,2,0,0,3,0,0,1
80,4,4,3,3,4,2,4,2,3,4,2,3,2,1,4,2,4,4,0,1,4,4,2,2,2,2,4,3,2,4,2,2,2,0,2,3,3,4,4,2,1,3,4,4,4,4,4,3,4,4,3,3,0,4,2,2,1,3,2,4,1,1,3,3,3,3,2,0,3,0,4,4,3,4,0
81,4,3,4,3,3,3,3,2,1,4,3,3,1,3,1,4,0,1,4,3,1,3,3,4,0,3,0,3,0,1,1,3,2,0,3,3,0,4,3,0,1,4,3,3,3,1,0,1,1,3,1,1,4,3,4,2,3,2,3,0,4,4,0,4,1,0,3,1,0,4,3,3,4,4,3
82,1,1,0,2,1,0,3,4,2,3,3,0,3,3,1,1,2,0,1,1,0,2,3,1,3,4,1,1,1,1,3,0,3,4,3,3,0,4,4,1,1,1,1,1,2,4,1,2,1,1,1,1,4,3,0,1,1,0,2,3,3,1,3,0,4,3,0,1,0,3,3,1,3,1,4
83,3,4,1,2,2,2,2,3,2,2,3,2,3,2,4,3,3,2,2,3,4,3,3,0,3,3,3,4,0,3,2,3,3,3,2,0,2,3,3,0,2,4,3,1,2,2,3,2,3,4,4,3,2,2,4,2,1,4,0,0,0,4,4,2,4,2,3,4,4,0,0,3,0,3,1
84,4,0,3,3,3,3,0,1,0,1,4,0,3,3,3,1,3,3,0,1,1,1,1,4,1,3,3,1,1,1,1,0,2,3,1,3,3,3,0,3,1,3,1,1,3,3,1,3,3,4,1,2,1,1,1,2,1,3,3,0,2,3,1,0,3,1,1,1,3,3,1,3,1,0,3
85,4,1,4,3,2,2,1,4,1,1,1,1,0,0,1,1,0,1,2,1,4,2,0,0,1,0,0,1,1,2,1,3,4,0,1,2,4,1,1,2,1,0,2,2,1,1,4,1,0,1,1,1,0,1,1,1,2,3,2,1,1,2,1,1,3,4,4,3,1,1,1,2,1,2,1
86,3,0,1,1,1,1,3,3,3,1,4,1,3,3,4,0,1,1,1,1,3,4,0,3,1,4,1,1,2,4,2,1,0,4,4,4,4,0,4,4,3,1,4,1,0,1,0,0,0,4,2,0,0,3,2,1,0,3,4,3,0,4,3,4,1,1,0,0,1,4,3,1,0,1,3
87,0,3,2,1,0,0,0,1,0,0,1,0,2,1,2,4,0,1,0,3,0,1,1,1,0,0,3,1,3,2,2,3,1,2,3,0,2,0,0,2,1,3,0,2,2,3,3,4,0,3,1,3,0,1,2,0,2,2,2,0,0,2,0,1,3,4,3,2,2,2,4,1,0,1,1
88,3,3,4,3,2,3,4,2,2,4,1,3,1,3,0,3,2,3,0,0,2,0,0,2,2,2,4,1,0,0,4,2,4,2,0,3,3,3,4,0,0,3,0,2,3,0,4,3,0,0,2,0,0,0,0,4,4,3,4,3,0,0,4,1,0,0,0,2,0,4,4,1,4,4,4
